producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,There is nothing much to say specially about iPhone. I have used several android devices and I switched to iPhone XR from OnePlus 6. Simply this switching is fabulous experience to me.,5.0,Srujan,Loved it
Apple iPhone XR (64GB), India ,"Got it for 39000 in the great Indian sale along with exchange (redmi 4) and using SBI credit card. Anawesome phone. Once we use iPhone, android phones seem cheap. You start appreciating little details that Apple has done to make this phone worth its price and hype. If you can afford, then close your eyes and bye it. You will not be disappointed",5.0,Diwakar,Worth the money!!
Apple iPhone XR (64GB), India ,The box was not sealed and looked re-packed.,1.0,aashish bhargava,Defective packaging
Apple iPhone XR (64GB), India ,I have used iPhone since so many years,5.0,ShadullaShaik,Battery and Performance king
Apple iPhone XR (64GB), India ,Got this phone at a discount price in amazon. Slightly heavy but good looking phone with terrific battery life. The phone is fast with a very responsive face detection.,4.0,Naveen,Splendid performer
Apple iPhone XR (64GB), India ,Genuine product received from seller Darshita Electronics.Everything is fine after 7days of use.One thing is the set getting heat whenever large file is being downloaded or playing game.Rest everything is just cool.Iâ€™m loving it.,5.0,SANDIPAN SARKAR,iPhone XR white review
Apple iPhone XR (64GB), India ,"Awesome phone, great battery life it can last upto 2 whole days, face ID works great even if you are in dark room. Screen size perfect so that we can do tasks using single hand. Will get long term support. 5w charging adapter works well but it's good to have 12w charger than 5w.",5.0,Ishan K.,Awesome phone
Apple iPhone XR (64GB), India ,"Feel big for iPhone 7,8,6 users.",5.0,prashant tiwari,Best Value IPhone
Apple iPhone XR (64GB), India ,"I love iPhone XR very much. It is user friendly, top notch though there are compromises compared to the other models especially the flagship ones. Overall, it is a highly recommended phone for all the Apple fans and iPhone lovers. Thank you Apple!!",5.0,Heera,Coolest Phone!!
Apple iPhone XR (64GB), India ,"Make sure you read all instructions, check package and then give OTP. the phone was brand new and is working great. had reservations about online delivery but this experience was seamless. Good to get this discount at discount. Excellent product.........iphone XR is jet fast. loving it.",5.0,Amit G,"Delivered Safely, working great"
Apple iPhone XR (64GB), India ,"Awesom, getting 1day full and few hrs more. 3hrs of Pubg, 2hrs of skype meeting, calls msgs, songs, internet. Finally iPhone had worked on battery. This is all from normal mode.  Pow power  mode is even better.",5.0,Rakesh HB,"Great on battery, performance"
Apple iPhone XR (64GB), India ,Dont go by the reviews that mention fake product !! Its very much iphone xr that i ordered !! How the phone is would b a very personal view point but itâ€™s definitely not a fake !! Thank god i went by my instincts and got a great deal,4.0,Amazon Customer,Got what I ordered
Apple iPhone XR (64GB), India ,Super smooth and premium product nice camera good battery life quick face unlock even in dark. Plays heavy games with high graphic settings without any lag. Overall a very good product,5.0,hammad,"Premium product, worth every penny"
Apple iPhone XR (64GB), India ,"There is a problem of signal. It is frequently going, where as other make mobiles are having good signal. Now the voice of video has also become very low. Not a good buy.  Can any guide where to report the issue.",1.0,Amazon Customer,Having problem of poor signal.
Apple iPhone XR (64GB), India ,"I like everything about this product. I ordered this iphone xr on end of festive sale and Amazon delivered the product in the given time period. Everything in this phone works good and fine , no doubts. Amazon gives 100% product to us, they never unsatisfied me. At the end Product's performance outstanding . Amazon delivery also secureðŸ˜Š.",5.0,Lokesh y.,Online shopping is safe and secureðŸ˜Š. This is genuine
Apple iPhone XR (64GB), India ,Really really good product..if you have budget of 50-60k you should definitely go for iphone XR..excellent batterylist last of 1 and half day..brilliant camera and superb portrait mode !! Ive purchased in 52k in amazon sale..it is surely value for money !!,4.0,Amazon Customer,excellent camera !! Superb battery life !!
Apple iPhone XR (64GB), India ,I like this phone.,5.0,AJALRAJ,Awesome phone.
Apple iPhone XR (64GB), India ,"I got iphoneXR at very reasonable price. The apple company has made one thing better in this model i.e. battery life. The phone runs for 2days with full charge. there is no finger print reader in this model although face id is very accurate, it scans your face even in the dark. There is no doubt about the picture quality when it comes to iphone.",5.0,Shristi Sinha,A great product for iPhone fans
Apple iPhone XR (64GB), India ,I am big Apple fan from almost decade ðŸ˜ƒand they have never disappointed either on the hardware side or the iOS( operating system). Got this from amazon deal at very attractive price,5.0,Rohit S.,Value for money
Apple iPhone XR (64GB), India ,It is really a good one by apple. Easy to use and very fast processor. I just love it... and big advantage is it supports dual sim but now the price has been dropped to 54990 by apple in india,4.0,Abhishek ,WoW
Apple iPhone XR (64GB), India ,Ya really super phone/theyâ€™re confusing to(AirPods &Earpods) this phone with EarPods with lightening connector only not for Bluetooth AirPod ur clearly understand then u will pay,5.0,MOHAMED FAJRUDEEN,Good
Apple iPhone XR (64GB), India ,"I switched from Android to iOS through this and so far it's been amazing, the battery goes 1.5 day with heavy use, camera's awesome and the new iOS 13 gives all the features that you need.",5.0,arpitaa,Great one
Apple iPhone XR (64GB), India ,"They gave me a faulty phone which i came to knew after one month,",1.0,Abhishek Verma,Freezing and Heating problem
Apple iPhone XR (64GB), India ,The product is excellent.,5.0,sateesh kumar,Excellent mobile from apple
Apple iPhone XR (64GB), India ,Nice phone. Worth buying for the price. Only regret is the price went down by 3000 rupees within one day.,5.0,S. Kantheeswaran,Nice product by Apple
Apple iPhone XR (64GB), India ,I have not yet opened as the outer cover seems damaged,3.0,Seema Sabharwal,Cover damaged
Apple iPhone XR (64GB), India ,After using it for 6 days properly . The phone started to hang it automatically restarts and gets stuck on apple log had to format my phone 2 time. Apple service center could not detect the problem . THEY Said it should be sent to bangalore for repair due to some motherboard issue . So i dnt want all that headache i want my phone replaced by a new sealed pack same iphone,1.0,Rahul,Defective product
Apple iPhone XR (64GB), India ,No lesser than iPhone XS Max,5.0,Vishnu Dev,Worth it!
Apple iPhone XR (64GB), India ,"At Rs 35,000 (big billion sale + exchange offer), its a steal. For phone review, go to google - there are plenty of XR reviews. As good as it gets",5.0,Sanjoy Barua,Best in class iPhone
Apple iPhone XR (64GB), India ,"What a phone . Display is not a concern ,it's brilliant even it's 720p.build is excellent .",5.0,Kishore,Excellent product
Apple iPhone XR (64GB), India ,"It's a very pretty and good looking mobile. Performance wise, it is super smooth. Camera is as good as iPhone XS, portrait mode is also good enough.  And the best part is, being an iphone it has a long lasting battery. Though it has LCD, but you would hardly be able to find any difference between this and OLED. Size is perfect, infact everything is perfect and cool!",5.0,Amazon Customer,Go For It!
Apple iPhone XR (64GB), India ,The phone is definitely not performing per iPhone standards - frequent Call drops ( the issue is not with network provider ) and battery life is worse than iPhone 8.,2.0,Amazon Customer,Not upto the Mark IPhone XR
Apple iPhone XR (64GB), India ,"Back glass of Iphone got broken after one month of buying without any prior incident. Disappointed with the service provided by Amazon. If something happens to our product, Amazon will be saying to contact Manufacturer.",1.0,Afsal,Product was damaged.
Apple iPhone XR (64GB), India ,"Face ID is very very slow. There seems to be a problem with the microphone. There is an issue with the sensors. Microphone issues, touch issues. Iâ€™ve been trying to raise a complaint but the amazon support team is always redirecting me to the apple website. Iâ€™ve been unable to return this item since Iâ€™ve discovered the problems. I really need assistance on this matter.",1.0,Abhi Maruvada,Refurbished or defected
Apple iPhone XR (64GB), India ,Great phone = great battery life + great camera especially in low light + great security and face recognition. Very happy and bought it at the right time before the prices went up again.,5.0,Sameer P.,Great phone !
Apple iPhone XR (64GB), India ,Like the luk and fallen in love on firstsight. Feel great when unlookers give an appreciative glance. Invaluable asset.,5.0,Akchand,iPhone is the best
Apple iPhone XR (64GB), India ,"In portrait Camera - while taking a photo of a substance or anything (other than people)it always says â€˜person not detectedâ€™. portrait function is only for people , not for the object.",5.0,Sanuraz,"Quality and all are good. But, portrait function is only for people , not for the object."
Apple iPhone XR (64GB), India ,"What to say itâ€™s Apple amazing man but when youâ€™re buying this mobile better you should buy a CaseAlong with it because the backside of mobile is slippery and made of plastic plus glass,,Worth to buy it",5.0,Naveen,What the
Apple iPhone XR (64GB), India ,This is the best product from apple till date.,5.0,Rahul,Best iPhone ever created XR
Apple iPhone XR (64GB), India ,I just love it.it has got all I want.good camera decent battery life good sound etc etc.and the display do not give me any problems.if there is something to complain about it is the price.,4.0,Fff,Good job by apple
Apple iPhone XR (64GB), India ,"Superb smartphone. Certain features of Apple makes it completely class apart. Great battery backup, extraordinary camera quality, support of dual sim etc segregate it from the other brands.",5.0,Rahul Srivastava,Best iPhone ever.
Apple iPhone XR (64GB), India ,Best value for money in iphone . I am extremely satisfied with the purchase with no worry for storage for this 256 GB model. Wireless charging is just wow.,5.0,kamalendu chatterjee,Best iphone with value for money
Apple iPhone XR (64GB), India ,"Its a perfect phone, though a bit heavy coz of the metal body. I got this in red colour which is my favourite and its such a settled red, basically its a mixture of red and maroon. Camera quality is also good not the best as compare to other apple phones. Overall i love my phone as its a gift from my darling husband.",5.0,Nida,A good buy.
Apple iPhone XR (64GB), India ,Timely delivered. Gr8 deal from amazon. Few months back I ordered one plus mobile from same seller. They delivered original product.,5.0,N D,Excellent deal n phone..
Apple iPhone XR (64GB), India ,Simply love XR! Battery life is great and Iâ€™m not really missing the telephoto lens! Do buy product red as it support AIDS Research.,4.0,Amrutha,Great phone
Apple iPhone XR (64GB), India ,The product is working fine. Just as expected from apple product. However there were two scratch marks on the sides of the phone just after unboxing which is very strange,4.0,Dhairyasheel,Good phone  but scratches on side after unboxing
Apple iPhone XR (64GB), India ,Itâ€™s always a charm to use iPhone. Ease of use and fast response are key.,5.0,Mohd Shadab,iPhone with best battery till date
Apple iPhone XR (64GB), India ,This phone is hanging n seller is not returning or changing this phone I tried many times but,1.0,vicky,Worst seller of this amazon
Apple iPhone XR (64GB), India ,"I have been an apple patron for a while.. I Started using the Iphone 3, 5, 6, 7 and now i bought the XR.. I honestly feel that its terrible.. Just a hype build around it.. The Face ID never works, the camera gets stuck on its portrait mode.. My honest feedback is not to but the iPhones anymore. Just will have to say that Apple lost itself a good customer..",1.0,Susy mathew,Not Worth It Anymore
Apple iPhone XR (64GB), India ,"Excellent phone I am happy I suggest u all to buy with amazon, because maintaining genuine sellers with good quality products and the biggest most important  thing is  customers support I am very much happy with amazon and their customers support. Hats off",5.0,Nagesh,Thank full to amazon
Apple iPhone XR (64GB), India ,I bought a new iPhone XR from amazon and the delivery was within 24 hours. It was a brand new pack sealed.,5.0,Pradeep Bhat,iPhone XR is amazing
Apple iPhone XR (64GB), India ,"While I started using this phone, I realized that my takes much longer time to get charged. However, other phones I have get charged quickly from their respective cables. I am unsure about the originality of the product received.",2.0,Pawas,Fake Charging Cable
Apple iPhone XR (64GB), India ,Not a value for money product.Apple is still giving 1amp charger with such expensive phone with almost 3000 mAh battery. The same charger is also  given along with 5s and also SE.,2.0,Amazon Customer,Not worth for such price tag
Apple iPhone XR (64GB), India ,"Bought this cell phone for my retired father. He is a person who wanted a great battery life, good camera and great speakers with ease of use that is not present in any android cell phone in the market.",5.0,Vidit D.,Great iPhone at great price.
Apple iPhone XR (64GB), India ,I have got the product in one piece thatâ€™s true but this product is defected one. Out of two speakers one is damaged. I am regulars IPhone user since from past 5 years and thatâ€™s why I could point it out. Amazon - kindly notice,1.0,Subhendu B.,Defected product
Apple iPhone XR (64GB), India ,The battery is not a 4000 mah  like many other phones these but still has a lot of life in it . This is my second IPHONE and the performance just outclasses any android phone,5.0,Alok Malhotra,Performance
Apple iPhone XR (64GB), India ,Excellent-The best we can purchase with small amounts purchased for 42999/- at offer from amazon,5.0,Binoy TJ,Small handy phone excellent no issues
Apple iPhone XR (64GB), India ,Osome product but I suggest get iPhone 11 updated version of iPhone XR.,5.0,Pramod Pandey,Product review
Apple iPhone XR (64GB), India ,Beautiful phone. Great camera. I just feel that the phone gets heated a bit I guess I am not sure though as itâ€™s my first day on this phone and have been constantly playing online games,4.0,Khalid Mulla,Great buy
Apple iPhone XR (64GB), India ,Value of money is excellent but little costly,5.0,Sangramsing Rajput,Value of money is excellent but little costly
Apple iPhone XR (64GB), India ,evrything is good.problem compared with mi poco f1 Rs15000.waste of money..,1.0,dijith,ahhh money lost
Apple iPhone XR (64GB), India ,"I love apple products, have been using them since 2009 and this is the finest iPhone Iâ€™ve ever used.",5.0,Vishal Sharma,Very good
Apple iPhone XR (64GB), India ,"I received my order yesterday and the voice recorder is defective, have spoken to apple support, after troubleshooting they recommended I get it checked at an authorised service centre as it seems to be a defected piece.",1.0,AVerma,Defective
Apple iPhone XR (64GB), India ,"I bought this phone on Big billion day. It was well packed and the phone is very good. Battery quality and camera quality is  amazing. Those who do not buy yet and thinking for it, go for it, it will not disappoint you.",5.0,Murasing,Value for money
Apple iPhone XR (64GB), India ,"Size is bit over, good battery life than previous products. If you were using iPhone 6,6s or 7 might find it bigger to hold because itâ€™s size is 6.1 which quite big for iPhone if you never used plus editions.",3.0,Amit Mishra ,Value for money.
Apple iPhone XR (64GB), India ,Faulty charging cable it charges phone only from one side. When buying online check every aspect before actually using it,3.0,Nishant Bhardwaj,Faulty charging cable
Apple iPhone XR (64GB), India ,The phone I received was defective. Please think twice about buying apple products as I faced the same issue with my MacBook Air. There is no solution provided by Amazon which was surprising as they use to have very good customer care. I feel I have wasted my money.,1.0,Charan,Defective product
Apple iPhone XR (64GB), India ,The processor is not that speed as expected.,1.0,Hari,Slow
Apple iPhone XR (64GB), India ,Just received the phone and checked for the warranty on apple site. Itâ€™s showing that purchase is not validated...after 4 hours again I checked. And smile on my face. Apple said your purchase is validated and warranty,5.0,R S.,Warranty not found.....and found after 4 hours
Apple iPhone XR (64GB), India ,"Amazon is sending defective devices, please donâ€™t purchase.",1.0,Kumar shashank shekhar,Used/defective device
Apple iPhone XR (64GB), India ,Best phone for those users who really need a very good battery life. Camera supreb and video stabilization is just fabulous. Go for it ðŸ‘ŒðŸ‘  A bit bulky feels like u r carrying a mini RDX ðŸ˜‚ðŸ˜‚,5.0,Karthik,Excellent and honest review.
Apple iPhone XR (64GB), India ,I personally like Apple product. But my charger is not as good as it shout be like an apple product. After a moth of using my charger stopped working.,5.0,Amazon Customer,Awesome ðŸ˜
Apple iPhone XR (64GB), India ,Overall the phone rates 4/5 considering the price of 49k for a128 GB. Camera quality is gud but just has the basic features and no advanced techs like the ones in oppo /Mi .Battery is gud .It will sustain a day for me (I donâ€™t play games).Call function is what worries me in this phone.It gets stuck all of a sudden while attempting a call.,4.0,Lohith,Gud buy at this price.
Apple iPhone XR (64GB), India ,"First off all I would like say, the delivery boy of amazon is very polite with consumers.",5.0,Rehan Malik,After 1 month used
Apple iPhone XR (64GB), India ,Faceid not functioning after 15 days.phone freezes once selfie portrait mode is activated.Face it does not work anymore now,1.0,Leandro Fernandes,Faulty piece
Apple iPhone XR (64GB), India ,Android no match to iOS.,5.0,Akshay S.,Best iPhone model
Apple iPhone XR (64GB), India ,"A gift for spouse, a bit on bulky side but an effective gadget",5.0,Swaroop Ghatak,So far so good
Apple iPhone XR (64GB), India ,I've been using this phone for almost a month a now and this is the fastest smartphone I've ever used. I know this years iPhone 11 is faster than this but after watching a tons of comparison videos on YouTube I've decided to go with the XR. I don't think it's worth the extra bucks and I'm very satisfied with this purchase.,5.0,Ankur Biswas,iPhone XR - Best iPhone ever
Apple iPhone XR (64GB), India ,Amazing smartphone with best build auality and camera have amazing pictures and battery life is also good but only one problem back single camera after all money value product,5.0,Divye Juneja ,Money value product
Apple iPhone XR (64GB), India ,Before buying this product i was so scared that what if the product is fake or may be used.,5.0,Tanu,Iphone review
Apple iPhone XR (64GB), India ,We bought the phone during sale period near Diwali. Its nice phone with big screen. Ideal for people who reply to emails or do a lot of work related chat on the phone. Batter life seems to be really impressive. It goes without charging for 1.5 days with constant internet connection.,5.0,harshul gandhi,Battery life is impressive
Apple iPhone XR (64GB), India ,"The phone had a software problem, the microphone wasnt working.",1.0,niki Ggre,Defected Product
Apple iPhone XR (64GB), India ,WoW experience,5.0,Upendra,WoW experience
Apple iPhone XR (64GB), India ,"This is clear update for me after iPhone 7. Camera quality is awesome. But the most impressive thing is battery life , it was seamless. You could miss 3D Touch but itâ€™s ok .",5.0,Pujan Vanani ,Awesome iPhone for me
Apple iPhone XR (64GB), India ,"dont buy it as doesnt come with dual sim slot , for this esim required and in INDIA only jio and airtel provide e sim technology",1.0,aj,dont buy
Apple iPhone XR (64GB), India ,Value for money as good quality and money wise but price daily coming down in the market as Amazon price and market price is down,4.0,satish venkat,Good as expected I phone lover since day one
Apple iPhone XR (64GB), India ,"dont have to say much,  apple is apple and makes best phones,  once you buy apple you dont want to try any other phone,  it is amazing phone",5.0,rhytm,Apple is apple
Apple iPhone XR (64GB), India ,Heating so fast in use after 15 minute of use,2.0,Dheeraj Joshi,Heating up
Apple iPhone XR (64GB), India ,Very very bad product accessories very cheap quality packing .....Also facing problem regarding warranty ........Just after 6 days of purchase ...Charger adapter and lighting cable ha failed ...And ...Apple care is also behaving badly ... Highly disappointed regarding .....Please give me a way to return my phone.....,1.0,Rajeev,"Cheap accessories , highly disappointed"
Apple iPhone XR (64GB), India ,"Really user friendly, user interface is buttery smooth..camera quality awesome( esp. portrait mode).. not sure how it compares to iPhone 11, Iâ€™m happy with this phone",5.0,Preethi ,Excellent phone (as expected)
Apple iPhone XR (64GB), India ,"got a discount on hdfc card. bought it to gift some one else. As per the users response, its a good phone, works effectively",4.0,giftfromgod,good item
Apple iPhone XR (64GB), India ,"Doesnot look like an original iPhone, keeps hanging its not even a week old. Doesnt take finger commands well n hangs continuously. Pathetic product. I need a replacement",1.0,Poonam N.,Duplicate product
Apple iPhone XR (64GB), India ,I am loving it...!!!! Upgraded from android,5.0,Sagar Ghadigaonkar,I am Loving it...!!!!
Apple iPhone XR (64GB), India ,Fingerprint reader is not there only face lock which is more than perfect,5.0,Buddy,Awesome phone better than cheap Chinese phones
Apple iPhone XR (64GB), India ,"Amazing battery life. Even on heavy use, the battery lasts the whole day easily. Iphone XR is super smooth, face unlock is fast and really impressed with the privacy option related to apps. Best iPhone to use for its 55K price",5.0,Vishal G,Iphone XR - A complete phone
Apple iPhone XR (64GB), India ,"This is my first iPhone XR.... After using the phone I realise why the iPhone is special....the features, screen touch, the look, are all awesome.... Happy To Be Purchase iPhone....",5.0,Ajit Shaw,iPhone XR
Apple iPhone XR (64GB), India ,I purchased iphone for brand n its dual sim and i found it more value for money.,5.0,Onkar S,Value for money n Brand
Apple iPhone XR (64GB), India ,"The phone gets hanged during every incoming call .i practically have to cut it and call them back . NOT very please with Apple ,expected a better working phone for the price they charge.",3.0,Karn s,Review after 3 months of purchase date
Apple iPhone XR (64GB), India ,Bought it during the second great indian sale for 41k. Though 3k higher than the 1st sale I am very happy to buy it as I know itâ€™s a good deal. I am very much statisfied with the phone quality and delivery speed. But the packing quality should improve.,5.0,Naveen Kumar Maharasan,Great Buy
Apple iPhone XR (64GB), India ,"In fact, the features and functions of this mobile are very good, especially the price is very low, which is 39 thousand only, and the mobile was delivered in a very short time, it is now priced at 45 thousand,",5.0,Avinash Chavan,Awesome Products Purchase Only On 39900
Apple iPhone XR (64GB), India ,An excellent phone. Does what you need at super speeds. Face ID is a charm. I think I got an excellent deal in the Dussehra sale. Only thing which has dumbfounded me is the colour. Looks orange on screen and more pinkish in real life. Solved using a Spigen black cover.  Should have gone for black.,5.0,Shubhrajyoti,XR the most affordable mordern iPhone.
Apple iPhone XR (64GB), India ,Received mobile through amazon while buying new set it self speaker ðŸ”Š problem still not received any feedback from amazon they  just sold the mobile not taking responsibility feel very bad. There is poor customer support since the amount of I phone XR ðŸ“± Rs. 45k very huge.,1.0,Ram,I phone XR blue
Apple iPhone XR (64GB), India ,"Have been using this fone since almost 1month, its simply adorable and a beauty (red colour)..camera quality is awesome, battery could have been improved a bit(16-18 hrs on full net usage)..",4.0,Fahme razvi,Xr by apple one smart buy worth every penny..
Apple iPhone XR (64GB), India ,In camera video and slow mo is not working properly and I havenâ€™t received any bill neither hard copy nor soft,2.0,7838460782,Not working properly
Apple iPhone XR (64GB), India ,Feels good if you are using for the first time. Great feeling to hold iPhone :),5.0,Ama Srikanth,Great mobile! Feels awesome to use for the first time :)
Apple iPhone XR (64GB), India ,Iphone xr came just today and it is having white line defect on my phone and amazon is not replacing my mobile i am feeling cheated i have spent all my hard earned money on iphone ðŸ˜­,1.0,Devansh Seth,Cheated by amazon ðŸ˜­
Apple iPhone XR (64GB), India ,"I am very frequent user of Internet data, but IPhone XR battery is awesome. It long-standing two days. And camera qualities is also awesome. Itâ€™s value to money.",5.0,Mayank Kumar,iPhone XR
Apple iPhone XR (64GB), India ,Not completely satisfied with the product as the dual sim on iphone is way too complicated. Battery and camera features is the best of XR.,1.0,Shafia,Okayiiish
Apple iPhone XR (64GB), India ,"I am facing difficulty in disconnecting / hang up the call, when I remove the phone from my ears, the lights didnâ€™t appear so that I can disconnect the call I need to wait for other person to disconnect the call from their end because there is no light on the screen. Most of the time the red button didnâ€™t work at all.",4.0,Sofia,Call Disconnecting issue/ hang up
Apple iPhone XR (64GB), India ,Excellent mobile...bought it for 38000-2000(cashback)=36000rsesim jio prepaid working well..battery life excellent (1complete day for me),5.0,Amazon Customer,Excellent
Apple iPhone XR (64GB), India ,"Been using it from the past couple of months the phone has been great itâ€™s my 1st iPhone as Iâ€™ve always been an android fan in the past , great battery life and very smooth . Can say itâ€™s totally worth the price .",5.0,lijo antony,Amazing phone
Apple iPhone XR (64GB), India ,The product was just as good as an apple always is and the delivery was prompt. I am an apple user and I require all my gadgets to be in sync which is why I bought this. But always look according to ur requirement and then buy the phone that suits you best!,5.0,Zoony Z.,Happy with my new iPhone!
Apple iPhone XR (64GB), India ,"Best iPhone you can buy at this price range. A pretty huge battery life, smooth interface and an outstanding camera.",5.0,Sankha,Best iPhone
Apple iPhone XR (64GB), India ,"The phone is good donâ€™t had any issues,but in box contents they wrote EarPods and gave normal earphones which is wrong information...they wil not give anything even sim card placement pin also",4.0,Jyothi boda,Box contents are wrong
Apple iPhone XR (64GB), India ,As the mobile is cool and fast performance and the interface is amazing as it is apple it feel the same all things are went good but only one bad thing its display as it is 720p display but slightly colour variable can be noticed but tho its good mobile at good price in apple,5.0,Anand sai,Best buy in apple in budget segment
Apple iPhone XR (64GB), India ,A big change for me was moving up from iPhone 7 Plus to this phone is the Face ID. It is super fast and very accurate.,5.0,Sujit Maslekar,"Excellent phone, just a bit too thick"
Apple iPhone XR (64GB), India ,"If you are buying just because of the brand name then go for it, else it's of no use.",2.0,Arun Nair,Not a value for money device
Apple iPhone XR (64GB), India ,"Upgrading from iPhone 6 (16GB) to iPhone XR (128) was the best decision I ever made. Everything is so perfect & optimize. Touch, display, camera, sound, processor, battery.. literally everything.  Apple needs to work on their latest iOS 13 though. (Also Iâ€™m getting more kills on PUGB:) Hands down to A12 Bionic.",5.0,Mayank Neema,AMAZING!
Apple iPhone XR (64GB), India ,Excellent iPhone in that too 40k. Camera battery and touch is Incomparable .,5.0,Rahul Singh ,Excellent iPhone ..
Apple iPhone XR (64GB), India ,"128GB variant ,Used it for a month,Great performance. Excellent finishing and stylish. Face ID is powerful as it works even in pitch dark conditions. Camera is amazing . A bit bulky when u put a cover as the rear camera is significantly above the back surface of the phone.",5.0,Shubham Kumar,Go for it !
Apple iPhone XR (64GB), India ,I got a different item,1.0,sai tharun,I got a different product
Apple iPhone XR (64GB), India ,"This rating is only for the product not for  Delivery.  Till the last minute I was kept on my toes. The box was not completely in a sealed condition. Can Amazon answer for this? Coming to  Handset, No issues at all. It is simply amazing. One should know how to use it wisely. I would update my reviews after using it for few months.",5.0,IOS fan,Impeccable Apple XR
Apple iPhone XR (64GB), India ,when i got this phone after unboxing i din't get the proper accessories in the box headphone is missing,4.0,Ranbir Mehrotra,items is missing
Apple iPhone XR (64GB), India ,Screen becomes unresponsive very often and there's no way to restart the phone because the screen is unresponsive,1.0,Sweta,Poor interface and software
Apple iPhone XR (64GB), India ,Best phone from Apple after iPhone 7.,5.0,Himanshu Parekh,Worth the price ðŸ‘ðŸ»
Apple iPhone XR (64GB), India ,Nice phone,5.0,Singh,Worth having it
Apple iPhone XR (64GB), India ,"Product is good. Face ID works fast. Battery lasts longer than previous iPhones, depending on usage it can last up to a day. For heavy usage and gaming the battery lasts up to 6hours. Camera is good in daylight use. Low light photography is grainy. Overall a good product.",5.0,PROSENJIT MITRA,Good product
Apple iPhone XR (64GB), India ,"Finger print sensor is missing , the phone is bit heavy",4.0,Rashmi R D,Good
Apple iPhone XR (64GB), India ,Good Priduct,5.0,Paresh Kamat,Good product
Apple iPhone XR (64GB), India ,"Face Recognition, Battery life & user interface is secondary. Itâ€™s an iPhone thatâ€™s it. Apple satisfies our high expectations. The Apple iPhone XR was Awesome. Really Worth it.",5.0,Surya Kiran Majji,Apple - Enough
Apple iPhone XR (64GB), India ,I got it at 31900 /- with exchange my old android phone .i never believed in this low price I can get dual sim iPhone with latest chipset.thanks to amazon to providing great discounts,5.0,Vikram reddy,This is called JAW drop deal phone
Apple iPhone XR (64GB), India ,I am a 6s+ user now upgrade to xR,5.0,sasikumar. t,Simply awesome
Apple iPhone XR (64GB), India ,"a good phone with nice camera, while being water resistant, provides a good battery even for backup for gaming.",4.0,rishikesh keni,Overall a good phone for daily use
Apple iPhone XR (64GB), India ,automatically restart some times,2.0,Sahil patel,Quite disappointed
Apple iPhone XR (64GB), India ,Phone is super fast u will never shift to android after using iphones. Only problem that few apps are not well designed for apple like voot they keep lagging rest everything no need to explain,5.0,R. Raushan,Awesome and best
Apple iPhone XR (64GB), India ,I got this for 38 k. Good deal. Awesome to use.,5.0,ARUN RICHARD S,I got this for 38 k. Good deal. Awesome to use.
Apple iPhone XR (64GB), India ,Unbelievable product..Crafted to precision...Mobile at its best...Amazon deal is mind blowing..best place to get an IPhone...Delivery is fast...Camera is excellent...IOS rocks...No second thoughts...IPhone is the beast to own..Amazon is the place to go....,5.0,Prathap,IPhone and Amazon behemoth at its best..
Apple iPhone XR (64GB), India ,"Beautiful product, Got it @ â‚¹38k during billion day sale.",5.0,P Sinha,Best Iphone under 40k
Apple iPhone XR (64GB), India ,"Battery, camera, face ID and everything works well. Slightly heavy and bigger, if you are not used to use large screen phones, but use will soon get used to it",4.0,RM,Good I Phone at this price
Apple iPhone XR (64GB), India ,"Needless to rate Apple any less. An year old Appleâ€™s A12 bionic still outperforms SD 855. And iOS, such a beautiful liquid smooth OS that Android can never compete.",5.0,Suraj Dhanuki,Apple â¤ï¸
Apple iPhone XR (64GB), India ,I have purchases this iPhone XR on New Year 2020 eve....and i can say that this is just awesome phone with great display and more important very gd battery performance....i just love this iPhone and want to recommend all those who are just thinking to buy new phone then this is for you.....,5.0,Avinash mishra,Great iPhone with excellent power packed features......
Apple iPhone XR (64GB), India ,"Itâ€™s been 2 months I have purchased the XR, everything seems to be fine I.e, bigger in size, good battery life and advanced processor.",5.0,Rajesh Putchakayala ,One of the best phone got for 55k.
Apple iPhone XR (64GB), India ,Â I love iPhone,5.0,Sai singh,iPhone
Apple iPhone XR (64GB), India ,"1. When i started new product it asked for setup of apple id and in the process, product was heating 20+ degree and suddenly restarted half the way.",1.0,Amazon Customer,MOST GARBAGIC PRODUCT
Apple iPhone XR (64GB), India ,Camera picture is yellowish.,4.0,Umesh Dubey,Good price at this cost
Apple iPhone XR (64GB), India ,First thing that strikes you is the colour. Vibrant and really nice,5.0,Navneet Ghai,Vibrant product
Apple iPhone XR (64GB), India ,I have bought iphone xr through amazon sound quality is wrost speaker is pathetic when i approached them to return they clearlly denied....very bad exeperience.,1.0,Omkar Soni,wrost product weste of money...
Apple iPhone XR (64GB), India ,"Defiantly iPhones are costlier than other brands, nowadays other brands like one plus are also selling phones at 50 k but the quality between iPhone and others are at no comparison",5.0,Lakshmi,Best in quality.
Apple iPhone XR (64GB), India ,Camera is awesome ... both for selfie as well other photography .. and fast interface .. only minus point is battery life time ..But yeah rest all features are good which makes this phone special !! Loved using it.,5.0,Sravya,Good product!!
